"","Brewery_id","Name.x","Beer_ID","ABV","IBU","Style","Ounces","Name.y","City","State","Region","Mean_IBU_by_State","Mean_ABV_by_State","Mean_IBU_by_Region","Mean_ABV_by_Region"
"24",3,"Calyptra",2669,0.049,45,"American India Pale Lager",12,"Jack's Abby Craft Lagers","Framingham","MA","Northeast",38,0.0563137254901961,41.578431372549,0.0585980392156863
"25",4,"Habitus (2014)",2668,0.08,100,"American Double / Imperial IPA",16,"Mike Hess Brewing Company","San Diego","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"26",4,"Solis",2667,0.075,85,"American IPA",16,"Mike Hess Brewing Company","San Diego","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"27",4,"Jucundus",2666,0.06,24,"Wheat Ale",16,"Mike Hess Brewing Company","San Diego","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"28",4,"Habitus",2664,0.08,100,"American Double / Imperial IPA",16,"Mike Hess Brewing Company","San Diego","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"29",4,"Grazias",2663,0.063,30,"Cream Ale",16,"Mike Hess Brewing Company","San Diego","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"30",4,"Claritas",2662,0.058,28,"Kölsch",16,"Mike Hess Brewing Company","San Diego","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"31",5,"Park",2661,0.047,19,"American Pale Wheat Ale",12,"Fort Point Beer Company","San Francisco","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"32",5,"Westfalia",2660,0.056,16,"American Amber / Red Ale",12,"Fort Point Beer Company","San Francisco","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"33",5,"KSA",2659,0.046,17,"Kölsch",12,"Fort Point Beer Company","San Francisco","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"34",5,"Villager",2658,0.063,42,"American IPA",12,"Fort Point Beer Company","San Francisco","CA","West",46.2814814814815,0.0628888888888889,45.5246800731261,0.0607568555758684
"35",6,"Blackbeard",2657,0.093,NA,"American Double / Imperial Stout",12,"COAST Brewing Company","Charleston","SC","South",30.2,0.0516,42.7402135231317,0.0602740213523132
"36",6,"Rye Knot",2656,0.062,NA,"American Brown Ale",12,"COAST Brewing Company","Charleston","SC","South",30.2,0.0516,42.7402135231317,0.0602740213523132
"37",6,"Dead Arm",2655,0.06,NA,"American Pale Ale (APA)",12,"COAST Brewing Company","Charleston","SC","South",30.2,0.0516,42.7402135231317,0.0602740213523132
"38",6,"32°/50° Kölsch ",2654,0.048,NA,"Kölsch",16,"COAST Brewing Company","Charleston","SC","South",30.2,0.0516,42.7402135231317,0.0602740213523132
"39",6,"HopArt",2653,0.077,NA,"American IPA",16,"COAST Brewing Company","Charleston","SC","South",30.2,0.0516,42.7402135231317,0.0602740213523132
"40",6,"Boy King",2652,0.097,NA,"American Double / Imperial IPA",16,"COAST Brewing Company","Charleston","SC","South",30.2,0.0516,42.7402135231317,0.0602740213523132
"41",7,"Denver Pale Ale (Artist Series No. 1)",2650,0.05,NA,"American Pale Ale (APA)",12,"Great Divide Brewing Company","Denver","CO","West",47.4315068493151,0.0648356164383562,45.5246800731261,0.0607568555758684
"42",7,"Hibernation Ale",2649,0.087,NA,"Old Ale",12,"Great Divide Brewing Company","Denver","CO","West",47.4315068493151,0.0648356164383562,45.5246800731261,0.0607568555758684
"43",7,"Whitewater",2648,0.061,NA,"American Pale Wheat Ale",12,"Great Divide Brewing Company","Denver","CO","West",47.4315068493151,0.0648356164383562,45.5246800731261,0.0607568555758684
"44",7,"Rumble",2647,0.071,NA,"American IPA",12,"Great Divide Brewing Company","Denver","CO","West",47.4315068493151,0.0648356164383562,45.5246800731261,0.0607568555758684
"45",7,"Orabelle",2646,0.083,NA,"Tripel",12,"Great Divide Brewing Company","Denver","CO","West",47.4315068493151,0.0648356164383562,45.5246800731261,0.0607568555758684
"46",7,"Lasso",2645,0.05,NA,"American IPA",12,"Great Divide Brewing Company","Denver","CO","West",47.4315068493151,0.0648356164383562,45.5246800731261,0.0607568555758684
"47",7,"Yeti Imperial Stout",2644,0.095,75,"Russian Imperial Stout",12,"Great Divide Brewing Company","Denver","CO","West",47.4315068493151,0.0648356164383562,45.5246800731261,0.0607568555758684
"48",7,"Colette",2643,0.073,NA,"Saison / Farmhouse Ale",12,"Great Divide Brewing Company","Denver","CO","West",47.4315068493151,0.0648356164383562,45.5246800731261,0.0607568555758684
"49",7,"Titan IPA",2642,0.071,NA,"American IPA",12,"Great Divide Brewing Company","Denver","CO","West",47.4315068493151,0.0648356164383562,45.5246800731261,0.0607568555758684
"50",8,"Peck's Porter",2640,0.065,35,"American Porter",16,"Tapistry Brewing","Bridgman","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"51",8,"Reactor",2448,0.07,NA,"American IPA",16,"Tapistry Brewing","Bridgman","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"52",8,"Mr. Orange",2447,0.057,NA,"Witbier",16,"Tapistry Brewing","Bridgman","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"53",9,"Dark Star",2639,0.08,54,"American Stout",16,"Big Lake Brewing","Holland","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"54",9,"Ryecoe",2469,0.062,NA,"American IPA",16,"Big Lake Brewing","Holland","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"55",10,"G. B. Russo’s Italian Pistachio Pale Ale",2638,0.052,NA,"American Pale Ale (APA)",16,"The Mitten Brewing Company","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"56",11,"Belfort",2637,0.067,NA,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"57",11,"Star Runner",2636,0.06,NA,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"58",11,"Tart Side of the Barrel",2598,0.098,NA,"American Double / Imperial Stout",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"59",11,"Linnaeus Mango IPA",2597,0.06,NA,"American IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"60",11,"Beasts A'Burnin'",2548,0.07,NA,"Rauchbier",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"61",11,"Verdun",2542,0.077,NA,"Bière de Garde",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"62",11,"Barrel Aged Triomphe",2541,0.065,NA,"Belgian IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"63",11,"Cherry Doppelbock",2504,0.065,NA,"Doppelbock",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"64",11,"Tropical Saison",2500,0.065,NA,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"65",11,"Beach Patrol",2499,0.065,NA,"Witbier",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"66",11,"Nuit Serpent",2498,0.05,NA,"Belgian IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"67",11,"Paris",2481,0.09,NA,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"68",11,"The Grand Army",2476,0.055,NA,"Belgian IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"69",11,"Acidulated Trip",2467,0.059,NA,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"70",11,"Root Stock",2466,0.066,NA,"Rye Beer",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"71",11,"Mind Games",2465,0.041,NA,"Dunkelweizen",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"72",11,"Sous Chef",2433,0.082,NA,"Belgian Strong Pale Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"73",11,"Dubbelicious",2418,0.065,NA,"Dubbel",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"74",11,"Psychopomp",2416,0.062,NA,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"75",11,"Fat Paczki",2382,NA,NA,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"76",11,"Earth-Like Planets",2381,NA,NA,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"77",11,"Ski Patrol",2290,0.061,NA,"Witbier",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"78",11,"Viking Ice Hole",2241,0.063,NA,"Oatmeal Stout",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"79",11,"Rye Porter",2240,0.056,NA,"American Porter",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"80",11,"Wizard Burial Ground",2137,0.099,NA,"Quadrupel (Quad)",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"81",11,"Smoky Wheat",2101,0.051,NA,"Rauchbier",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"82",11,"BRIPA",2092,0.062,NA,"Belgian IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"83",11,"Mela",2091,0.062,NA,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"84",11,"W.I.P.A Snappa",2086,0.053,NA,"Belgian IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"85",11,"Pepper in the Rye",2023,0.063,NA,"Rye Beer",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"86",11,"Moe Lasses'",2006,0.064,NA,"American Stout",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"87",11,"Pumpkin Tart",1997,0.07,NA,"Fruit / Vegetable Beer",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"88",11,"Undertaker",1977,0.067,NA,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"89",11,"Undertaker (2014)",1976,0.067,NA,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"90",11,"Coq D'Or",1974,0.05,NA,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"91",11,"North French",1973,0.06,NA,"Bière de Garde",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"92",11,"Agent a Deux",1959,0.065,NA,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"93",11,"Belgian Wit",1958,0.045,NA,"Witbier",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"94",11,"Pothole Stout",1949,0.063,NA,"American Stout",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"95",11,"Tree Bucket",1947,0.093,NA,"Belgian IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"96",11,"Le Flaneur Ale",1785,0.073,NA,"American Wild Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"97",11,"Maize & Blueberry",1651,0.056,NA,"Fruit / Vegetable Beer",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"98",11,"Trebuchet Double IPA",1443,0.093,NA,"American Double / Imperial IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"99",11,"Contemplation",1352,0.065,NA,"Bière de Garde",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"100",11,"Black Rabbit",1267,0.05,NA,"American Black Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"101",11,"Zaison",1266,0.09,NA,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"102",11,"Vivant Tripel",1178,0.082,NA,"Tripel",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"103",11,"Tart Side of the Moon",1136,0.098,NA,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"104",11,"Big Red Coq",1044,0.06,NA,"American Amber / Red Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"105",11,"Hubris Quadrupel Anniversary Ale",1033,0.099,NA,"Quadrupel (Quad)",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"106",11,"Plow Horse Belgian Style Imperial Stout",1031,0.095,NA,"American Double / Imperial Stout",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"107",11,"Escoffier Bretta Ale",909,0.092,NA,"American Wild Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"108",11,"Contemplation (2012)",873,0.065,NA,"Bière de Garde",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"109",11,"Vivant Belgian Style Imperial Stout (2012)",860,0.099,NA,"Russian Imperial Stout",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"110",11,"Big Red Coq (2012)",677,0.062,NA,"American Amber / Red Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"111",11,"Zaison (2012)",671,0.09,NA,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"112",11,"Vivant Tripel (2012)",670,0.092,NA,"Tripel",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"113",11,"Trebuchet Double IPA (2012)",669,0.097,NA,"Belgian IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"114",11,"Kludde",627,0.085,NA,"Belgian Strong Dark Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"115",11,"Farm Hand",387,0.055,NA,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"116",11,"Solitude",385,0.06,NA,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"117",11,"Triomphe",384,0.065,NA,"Belgian IPA",16,"Brewery Vivant","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"118",12,"Sparkle",2635,0.041,12,"American Pale Lager",16,"Petoskey Brewing","Petoskey","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"119",12,"North 45 Amber Ale",1404,0.059,25,"American Amber / Red Ale",16,"Petoskey Brewing","Petoskey","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"120",12,"Horny Monk",1403,0.069,20,"Dubbel",16,"Petoskey Brewing","Petoskey","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"121",12,"Mind's Eye PA",1402,0.067,74,"American IPA",16,"Petoskey Brewing","Petoskey","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"122",13,"Nordskye ",2634,0.048,47,"American IPA",12,"Blackrocks Brewery","Marquette","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"123",13,"North Third Stout",2153,0.06,30,"Foreign / Export Stout",12,"Blackrocks Brewery","Marquette","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"124",13,"Honey Lav",1953,0.052,NA,"American Pale Wheat Ale",12,"Blackrocks Brewery","Marquette","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"125",13,"Coconut Brown Ale",1496,0.068,NA,"American Brown Ale",12,"Blackrocks Brewery","Marquette","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"126",13,"51K IPA",1481,0.07,51,"American IPA",12,"Blackrocks Brewery","Marquette","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"127",13,"Grand Rabbits",1480,0.055,NA,"Cream Ale",12,"Blackrocks Brewery","Marquette","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"128",14,"Hotbox Brown",2633,0.055,10,"American Brown Ale",12,"Perrin Brewing Company","Comstock Park","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"129",14,"Gold",2632,0.048,15,"American Blonde Ale",12,"Perrin Brewing Company","Comstock Park","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"130",14,"Black",2631,0.058,NA,"American Black Ale",12,"Perrin Brewing Company","Comstock Park","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"131",14,"98 Problems (Cuz A Hop Ain't One)",2630,0.065,65,"American IPA",12,"Perrin Brewing Company","Comstock Park","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"132",14,"Veteran’s Pale Ale (VPA)",2629,0.05,40,"American Pale Ale (APA)",12,"Perrin Brewing Company","Comstock Park","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"133",14,"Grapefruit IPA",2628,0.05,35,"American IPA",12,"Perrin Brewing Company","Comstock Park","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"134",15,"Train Hopper",2627,0.058,72,"American IPA",12,"Witch's Hat Brewing Company","South Lyon","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"135",15,"Edward’s Portly Brown",2626,0.045,NA,"American Brown Ale",12,"Witch's Hat Brewing Company","South Lyon","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"136",16,"Dirty Bastard",2625,0.085,50,"Scotch Ale / Wee Heavy",12,"Founders Brewing Company","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"137",16,"Centennial IPA",1565,0.072,65,"American IPA",12,"Founders Brewing Company","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"138",16,"All Day IPA",1223,0.047,42,"American IPA",12,"Founders Brewing Company","Grand Rapids","MI","North Central",36.7368421052632,0.0576578947368421,39.1903485254692,0.0591260053619303
"139",17,"Deflator",2624,0.065,NA,"Doppelbock",16,"Flat 12 Bierwerks","Indianapolis","IN","North Central",42.989010989011,0.0637692307692308,39.1903485254692,0.0591260053619303
"140",17,"Hinchtown Hammer Down",2284,0.05,27,"American Blonde Ale",16,"Flat 12 Bierwerks","Indianapolis","IN","North Central",42.989010989011,0.0637692307692308,39.1903485254692,0.0591260053619303
"141",17,"Half Cycle IPA",1610,0.06,104,"American IPA",16,"Flat 12 Bierwerks","Indianapolis","IN","North Central",42.989010989011,0.0637692307692308,39.1903485254692,0.0591260053619303
"142",18,"Cafe Leche",2623,0.058,20,"American Porter",16,"Tin Man Brewing Company","Evansville","IN","North Central",42.989010989011,0.0637692307692308,39.1903485254692,0.0591260053619303
"143",18,"Damascene Apricot Sour",2622,0.052,12,"Fruit / Vegetable Beer",16,"Tin Man Brewing Company","Evansville","IN","North Central",42.989010989011,0.0637692307692308,39.1903485254692,0.0591260053619303
"144",18,"Csar",2621,0.12,90,"Russian Imperial Stout",16,"Tin Man Brewing Company","Evansville","IN","North Central",42.989010989011,0.0637692307692308,39.1903485254692,0.0591260053619303
"145",18,"Klingon Warnog Roggen Dunkel",1817,0.055,NA,"Roggenbier",16,"Tin Man Brewing Company","Evansville","IN","North Central",42.989010989011,0.0637692307692308,39.1903485254692,0.0591260053619303
"146",18,"Overlord Imperial IPA",1449,0.085,115,"American Double / Imperial IPA",16,"Tin Man Brewing Company","Evansville","IN","North Central",42.989010989011,0.0637692307692308,39.1903485254692,0.0591260053619303
"147",18,"Alloy",951,0.058,36,"American IPA",16,"Tin Man Brewing Company","Evansville","IN","North Central",42.989010989011,0.0637692307692308,39.1903485254692,0.0591260053619303
